order_id,customer_id,product_id,quantity,unit_price,payment_mode,order_date
OFF01035,399,87,1,9999,Wallet,2026-01-20
OFF01036,185,14,3,2499,Credit Card,2026-01-17
OFF01037,236,40,3,1499,Net Banking,2026-01-09
OFF01038,860,141,3,499,UPI,2026-01-20
OFF01039,558,90,2,9999,Debit Card,2026-01-26
OFF01040,342,90,3,9999,Cash,2026-01-06
OFF01041,187,271,1,1499,Credit Card,2026-01-20
OFF01042,889,79,4,2499,Cash,2026-01-08
OFF01043,692,226,2,999,Wallet,2026-01-27
OFF01044,371,177,1,9999,UPI,2026-01-02
OFF01045,588,86,4,2499,Debit Card,2026-01-16
OFF01046,800,273,2,2499,Wallet,2026-01-13
OFF01047,644,243,3,999,Cash,2026-01-01
OFF01048,795,148,4,2499,Debit Card,2026-01-17
OFF01049,753,22,1,4999,Debit Card,2026-01-28
OFF01050,377,222,3,1499,Debit Card,2026-01-26
OFF01051,699,51,3,9999,Cash,2026-01-15
OFF01052,446,124,2,4999,Wallet,2026-01-23
OFF01053,111,93,3,4999,Wallet,2026-01-01
OFF01054,201,35,1,2499,Net Banking,2026-01-04
OFF01055,843,229,3,999,Debit Card,2026-01-09
OFF01056,735,99,1,499,UPI,2026-01-02
OFF01057,1081,112,1,9999,UPI,2026-01-03
OFF01058,883,67,4,9999,Wallet,2026-01-19
OFF01059,289,95,1,9999,Debit Card,2026-01-10
OFF01060,565,240,1,9999,Debit Card,2026-01-25
OFF01061,266,219,3,1499,UPI,2026-01-09
OFF01062,441,32,4,2499,UPI,2026-01-09
OFF01063,172,136,2,2499,Cash,2026-01-30
OFF01064,761,103,4,999,Cash,2026-01-04
OFF01065,729,74,4,999,Wallet,2026-01-04
OFF01066,136,227,3,499,UPI,2026-01-03
OFF01067,120,293,3,2499,Cash,2026-01-05
OFF01068,500,1,1,9999,Debit Card,2026-01-05
OFF01069,104,169,4,4999,Net Banking,2026-01-23
OFF01070,514,252,4,2499,Wallet,2026-01-25
OFF01071,494,36,2,499,Wallet,2026-01-27
OFF01072,649,247,1,4999,Debit Card,2026-01-11
OFF01073,748,156,4,499,Wallet,2026-01-03
OFF01074,962,188,3,499,Cash,2026-01-25
OFF01075,668,149,2,999,UPI,2026-01-13
OFF01076,500,98,3,9999,UPI,2026-01-21
OFF01077,1007,184,4,499,Wallet,2026-01-15
OFF01078,298,98,2,499,UPI,2026-01-24
OFF01079,165,123,4,2499,Net Banking,2026-01-21
OFF01080,1089,158,4,4999,Cash,2026-01-01
OFF01081,446,19,3,499,Wallet,2026-01-02
OFF01082,927,208,1,999,Wallet,2026-01-22
OFF01083,992,268,4,9999,Net Banking,2026-01-05
OFF01084,138,297,2,499,Wallet,2026-01-05
OFF01085,1029,251,1,2499,Net Banking,2026-01-02
OFF01086,277,125,2,499,Wallet,2026-01-02
OFF01087,726,158,1,2499,Credit Card,2026-01-27
OFF01088,610,33,1,499,Net Banking,2026-01-26
OFF01089,537,113,1,999,Debit Card,2026-01-26
OFF01090,1100,206,3,499,Wallet,2026-01-19
OFF01091,957,280,2,1499,Credit Card,2026-01-25
OFF01092,165,24,2,1499,UPI,2026-01-09
OFF01093,814,73,4,999,Debit Card,2026-01-18
OFF01094,1048,85,4,999,Net Banking,2026-01-02
OFF01095,728,69,1,9999,Cash,2026-01-25
OFF01096,183,81,1,2499,UPI,2026-01-01
OFF01097,768,92,1,9999,Net Banking,2026-01-29
OFF01098,927,146,4,9999,Cash,2026-01-23
OFF01099,756,65,2,999,Debit Card,2026-01-17
OFF01100,1061,231,4,999,Credit Card,2026-01-20
OFF01101,612,20,2,9999,Net Banking,2026-01-03
OFF01102,105,155,3,2499,Net Banking,2026-01-08
OFF01103,198,99,1,4999,Net Banking,2026-01-12
OFF01104,889,277,2,2499,Wallet,2026-01-22
OFF01105,299,107,3,499,UPI,2026-01-26
OFF01106,281,77,4,2499,Credit Card,2026-01-22
OFF01107,473,23,1,9999,Debit Card,2026-01-07
OFF01108,732,223,3,1499,Cash,2026-01-02
OFF01109,281,54,1,4999,Credit Card,2026-01-26
OFF01110,219,15,4,4999,UPI,2026-01-29
OFF01111,694,121,4,4999,Debit Card,2026-01-14
OFF01112,898,102,3,999,UPI,2026-01-11
OFF01113,856,117,1,999,Cash,2026-01-28
OFF01114,176,103,4,999,Cash,2026-01-19
OFF01115,249,249,1,2499,Credit Card,2026-01-30
OFF01116,483,233,2,2499,Credit Card,2026-01-15
OFF01117,308,100,3,1499,Debit Card,2026-01-05
OFF01118,240,17,1,1499,UPI,2026-01-28
OFF01119,276,239,4,2499,Debit Card,2026-01-08
OFF01120,1076,152,2,9999,Net Banking,2026-01-29
OFF01121,522,88,2,499,Net Banking,2026-01-16
OFF01122,386,111,4,2499,UPI,2026-01-24
OFF01123,436,220,2,999,Cash,2026-01-19
OFF01124,1020,114,2,4999,UPI,2026-01-14
OFF01125,852,23,1,2499,Net Banking,2026-01-02
OFF01126,930,218,4,2499,Wallet,2026-01-27
OFF01127,347,51,4,2499,UPI,2026-01-18
OFF01128,236,7,4,999,Debit Card,2026-01-10
OFF01129,592,123,1,499,Wallet,2026-01-10
OFF01130,866,83,4,4999,Net Banking,2026-01-01
OFF01131,996,233,4,999,Wallet,2026-01-13
OFF01132,576,95,3,9999,Wallet,2026-01-21
OFF01133,1015,1,1,2499,Wallet,2026-01-11
OFF01134,537,272,1,1499,Debit Card,2026-01-23
OFF01135,183,278,2,9999,Net Banking,2026-01-29
OFF01136,1069,172,1,4999,Wallet,2026-01-12
OFF01137,475,27,1,2499,Cash,2026-01-20
OFF01138,280,21,3,1499,Wallet,2026-01-18
OFF01139,443,35,2,999,Credit Card,2026-01-18
OFF01140,1062,59,4,9999,Net Banking,2026-01-28
OFF01141,462,108,2,1499,Debit Card,2026-01-17
OFF01142,165,217,3,499,Debit Card,2026-01-12
OFF01143,640,232,4,4999,UPI,2026-01-16
OFF01144,736,273,3,2499,Debit Card,2026-01-26
OFF01145,190,34,2,2499,UPI,2026-01-13
OFF01146,212,92,3,499,Credit Card,2026-01-09
OFF01147,255,58,2,2499,Credit Card,2026-01-17
OFF01148,1093,12,3,2499,Wallet,2026-01-18
OFF01149,531,68,4,1499,Cash,2026-01-24
OFF01150,165,11,3,999,UPI,2026-01-28
OFF01151,693,119,3,2499,Debit Card,2026-01-21
OFF01152,782,168,4,4999,Wallet,2026-01-17
OFF01153,412,281,4,2499,Net Banking,2026-01-05
OFF01154,333,157,2,1499,Cash,2026-01-12
OFF01155,462,148,1,999,Debit Card,2026-01-15
OFF01156,649,86,2,9999,Debit Card,2026-01-06
OFF01157,344,90,2,999,UPI,2026-01-02
OFF01158,367,163,2,2499,Debit Card,2026-01-06
OFF01159,425,106,1,9999,Debit Card,2026-01-05
OFF01160,1099,191,4,4999,Credit Card,2026-01-18
OFF01161,515,155,1,499,Cash,2026-01-25
OFF01162,260,75,4,1499,UPI,2026-01-24
OFF01163,823,280,3,9999,Debit Card,2026-01-16
OFF01164,847,149,2,4999,Cash,2026-01-11
OFF01165,243,58,4,499,Wallet,2026-01-18
OFF01166,512,60,3,499,Net Banking,2026-01-27
OFF01167,195,113,4,1499,Debit Card,2026-01-02
OFF01168,301,100,2,1499,UPI,2026-01-03
OFF01169,788,276,4,9999,UPI,2026-01-17
OFF01170,426,202,2,2499,Net Banking,2026-01-20
OFF01171,470,262,1,9999,Cash,2026-01-05
OFF01172,482,219,3,2499,UPI,2026-01-10
OFF01173,557,177,3,1499,Net Banking,2026-01-03
OFF01174,526,111,4,9999,Cash,2026-01-10
OFF01175,1018,84,4,9999,Cash,2026-01-05
OFF01176,411,45,2,999,Cash,2026-01-28
OFF01177,1056,269,3,499,Net Banking,2026-01-25
OFF01178,520,193,1,499,Wallet,2026-01-30
OFF01179,670,140,4,999,Cash,2026-01-23
OFF01180,291,291,2,999,Cash,2026-01-10
OFF01181,943,284,4,499,Debit Card,2026-01-27
OFF01182,673,300,3,2499,Wallet,2026-01-15
OFF01183,258,115,1,499,Debit Card,2026-01-10
OFF01184,782,242,1,9999,Debit Card,2026-01-14
OFF01185,761,92,4,9999,Credit Card,2026-01-01
OFF01186,1094,62,3,2499,UPI,2026-01-20
OFF01187,547,186,4,4999,Debit Card,2026-01-21
OFF01188,625,244,1,1499,Wallet,2026-01-19
OFF01189,696,9,3,999,UPI,2026-01-05
OFF01190,239,164,4,9999,Debit Card,2026-01-06
OFF01191,530,28,3,1499,Wallet,2026-01-30
OFF01192,399,183,1,1499,Net Banking,2026-01-21
OFF01193,288,40,2,9999,UPI,2026-01-20
OFF01194,947,86,3,1499,Wallet,2026-01-26
OFF01195,815,155,3,9999,Wallet,2026-01-12
OFF01196,114,50,3,999,Credit Card,2026-01-17
OFF01197,522,145,3,2499,Debit Card,2026-01-30
OFF01198,259,84,1,999,Net Banking,2026-01-08
OFF01199,572,97,1,2499,UPI,2026-01-04
OFF01200,457,68,1,2499,Debit Card,2026-01-23
OFF01201,1012,186,2,2499,Net Banking,2026-01-17
OFF01202,412,176,2,9999,UPI,2026-01-24
OFF01203,978,61,2,999,Wallet,2026-01-05
OFF01204,315,117,3,999,Credit Card,2026-01-03
OFF01205,120,218,1,499,Cash,2026-01-25
OFF01206,211,221,1,999,UPI,2026-01-26
OFF01207,222,263,1,2499,Debit Card,2026-01-02
OFF01208,111,34,3,9999,UPI,2026-01-26
OFF01209,1023,64,2,4999,Credit Card,2026-01-06
OFF01210,250,180,1,499,Wallet,2026-01-09
OFF01211,265,297,3,1499,Net Banking,2026-01-25
OFF01212,940,124,1,499,Net Banking,2026-01-25
OFF01213,297,8,2,9999,Debit Card,2026-01-06
OFF01214,202,276,1,9999,Credit Card,2026-01-30
OFF01215,815,259,4,1499,Net Banking,2026-01-06
OFF01216,955,226,1,999,Debit Card,2026-01-13
OFF01217,334,218,2,4999,Cash,2026-01-04
OFF01218,213,161,1,2499,Net Banking,2026-01-05
OFF01219,396,254,3,9999,Net Banking,2026-01-24
OFF01220,606,21,1,1499,UPI,2026-01-13
OFF01221,854,146,4,4999,Debit Card,2026-01-22
OFF01222,518,228,2,4999,Debit Card,2026-01-28
OFF01223,1017,220,2,499,Cash,2026-01-22
OFF01224,791,189,2,499,Cash,2026-01-22
OFF01225,636,54,4,2499,Wallet,2026-01-22
OFF01226,505,44,1,999,Cash,2026-01-23
OFF01227,473,53,2,499,Credit Card,2026-01-11
OFF01228,339,103,4,499,Cash,2026-01-24
OFF01229,885,256,3,9999,Net Banking,2026-01-19
OFF01230,588,140,4,1499,Wallet,2026-01-20
OFF01231,386,208,4,4999,Credit Card,2026-01-25
OFF01232,357,233,1,499,Cash,2026-01-16
OFF01233,202,119,2,499,Wallet,2026-01-02
OFF01234,128,35,4,9999,Credit Card,2026-01-13
OFF01235,737,168,2,1499,Net Banking,2026-01-04
OFF01236,307,40,4,2499,Debit Card,2026-01-22
OFF01237,368,255,4,4999,Net Banking,2026-01-11
OFF01238,541,277,1,499,UPI,2026-01-13
OFF01239,554,231,3,2499,Cash,2026-01-02
OFF01240,776,17,2,4999,Debit Card,2026-01-29
OFF01241,238,85,4,2499,Debit Card,2026-01-23
OFF01242,683,200,4,499,Wallet,2026-01-16
OFF01243,676,284,4,2499,Credit Card,2026-01-17
OFF01244,607,29,4,1499,Net Banking,2026-01-13
OFF01245,163,181,3,1499,UPI,2026-01-19
OFF01246,458,24,2,1499,Wallet,2026-01-19
OFF01247,200,14,3,2499,Cash,2026-01-12
OFF01248,158,183,4,1499,Wallet,2026-01-08
OFF01249,420,127,2,9999,Net Banking,2026-01-03
OFF01250,446,34,3,499,Credit Card,2026-01-01
OFF01251,572,276,3,499,Wallet,2026-01-28
OFF01252,121,217,4,1499,Wallet,2026-01-16
OFF01253,685,12,3,2499,Cash,2026-01-11
OFF01254,203,294,1,2499,Wallet,2026-01-22
OFF01255,615,106,3,2499,Wallet,2026-01-11
OFF01256,1093,86,3,1499,Cash,2026-01-07
OFF01257,320,255,1,4999,Debit Card,2026-01-09
OFF01258,512,25,3,4999,Credit Card,2026-01-20
OFF01259,445,48,1,4999,Debit Card,2026-01-03
OFF01260,315,291,4,2499,Debit Card,2026-01-26
OFF01261,924,40,3,4999,Debit Card,2026-01-14
OFF01262,525,277,3,999,Cash,2026-01-09
OFF01263,882,264,4,9999,Net Banking,2026-01-06
OFF01264,612,10,2,4999,Credit Card,2026-01-22
OFF01265,646,240,3,9999,Net Banking,2026-01-28
OFF01266,306,223,1,4999,Debit Card,2026-01-15
OFF01267,865,76,2,999,Wallet,2026-01-25
OFF01268,427,154,4,2499,UPI,2026-01-21
OFF01269,944,105,4,1499,Debit Card,2026-01-21
OFF01270,716,83,3,9999,Credit Card,2026-01-13
OFF01271,297,123,1,999,UPI,2026-01-08
OFF01272,674,159,4,2499,Cash,2026-01-14
OFF01273,380,19,2,999,Credit Card,2026-01-01
OFF01274,664,133,3,9999,Credit Card,2026-01-21
OFF01275,157,22,4,499,UPI,2026-01-11
OFF01276,1019,153,1,2499,Debit Card,2026-01-22
OFF01277,963,47,4,9999,Credit Card,2026-01-08
OFF01278,781,58,1,4999,Net Banking,2026-01-25
OFF01279,1006,269,3,2499,UPI,2026-01-08
OFF01280,953,63,3,1499,Net Banking,2026-01-24
OFF01281,324,200,2,2499,Credit Card,2026-01-04
OFF01282,551,90,2,1499,Cash,2026-01-09
OFF01283,484,29,4,4999,Wallet,2026-01-04
OFF01284,800,163,4,2499,Credit Card,2026-01-09
OFF01285,833,75,3,2499,Debit Card,2026-01-27
OFF01286,1091,158,1,9999,Net Banking,2026-01-02
OFF01287,666,28,2,1499,Cash,2026-01-10
OFF01288,988,186,1,4999,Credit Card,2026-01-28
OFF01289,1032,227,4,499,Cash,2026-01-30
OFF01290,1059,131,3,499,Credit Card,2026-01-10
OFF01291,747,108,2,2499,Debit Card,2026-01-29
OFF01292,988,209,1,1499,UPI,2026-01-27
OFF01293,523,252,4,9999,Debit Card,2026-01-23
OFF01294,816,217,1,999,Debit Card,2026-01-17
OFF01295,717,34,3,2499,Wallet,2026-01-27
OFF01296,812,281,3,2499,UPI,2026-01-25
OFF01297,555,27,2,9999,Wallet,2026-01-05
OFF01298,744,2,4,999,Debit Card,2026-01-11
OFF01299,262,295,1,499,Credit Card,2026-01-17
OFF01300,563,67,4,1499,Cash,2026-01-28
OFF01301,804,69,3,999,Net Banking,2026-01-27
OFF01302,187,168,3,999,Cash,2026-01-12
OFF01303,1068,94,4,2499,Net Banking,2026-01-08
OFF01304,763,11,1,4999,Net Banking,2026-01-21
OFF01305,304,118,1,2499,Debit Card,2026-01-23
OFF01306,733,87,1,2499,Cash,2026-01-20
OFF01307,1082,134,2,499,Debit Card,2026-01-06
OFF01308,836,291,1,499,Net Banking,2026-01-14
OFF01309,330,233,4,499,Wallet,2026-01-07
OFF01310,865,98,3,1499,Cash,2026-01-13
OFF01311,715,67,4,999,Credit Card,2026-01-27
OFF01312,285,145,2,2499,Cash,2026-01-26
OFF01313,1100,75,1,1499,Debit Card,2026-01-08
OFF01314,697,231,2,1499,Wallet,2026-01-21
OFF01315,581,235,1,499,Credit Card,2026-01-28
OFF01316,318,166,4,9999,Wallet,2026-01-13
OFF01317,198,217,3,499,Net Banking,2026-01-02
OFF01318,583,27,3,999,Debit Card,2026-01-20
OFF01319,617,24,1,1499,Net Banking,2026-01-13
OFF01320,480,155,4,9999,Credit Card,2026-01-29
OFF01321,284,287,1,4999,Debit Card,2026-01-06
OFF01322,999,258,4,1499,Cash,2026-01-05
OFF01323,644,46,3,9999,Cash,2026-01-05
OFF01324,146,134,1,1499,Credit Card,2026-01-16
OFF01325,390,144,3,2499,Debit Card,2026-01-20
OFF01326,1015,136,3,2499,Credit Card,2026-01-11
OFF01327,974,252,2,4999,Wallet,2026-01-21
OFF01328,253,226,1,999,UPI,2026-01-08
OFF01329,367,94,1,2499,Credit Card,2026-01-23
OFF01330,1017,240,4,499,Cash,2026-01-02
OFF01331,675,227,3,9999,Cash,2026-01-15
OFF01332,988,253,1,9999,Credit Card,2026-01-04
OFF01333,990,179,1,999,Debit Card,2026-01-06
OFF01334,1013,87,3,4999,Wallet,2026-01-19
OFF01335,886,109,1,4999,Net Banking,2026-01-06
OFF01336,887,214,1,999,Cash,2026-01-22
OFF01337,392,49,3,499,Wallet,2026-01-22
OFF01338,705,63,4,1499,UPI,2026-01-27
OFF01339,184,166,2,499,Cash,2026-01-27
OFF01340,1079,246,4,9999,Debit Card,2026-01-20
OFF01341,772,3,3,499,Net Banking,2026-01-15
OFF01342,984,167,2,999,UPI,2026-01-26
OFF01343,862,145,3,499,UPI,2026-01-18
OFF01344,362,196,1,2499,Credit Card,2026-01-08
OFF01345,973,205,1,499,Credit Card,2026-01-06
OFF01346,763,199,4,1499,Wallet,2026-01-05
OFF01347,921,62,3,2499,Cash,2026-01-24
OFF01348,782,159,2,1499,UPI,2026-01-27
OFF01349,557,189,2,2499,Cash,2026-01-16
OFF01350,875,138,4,499,Cash,2026-01-26
OFF01351,746,189,2,2499,Cash,2026-01-03
OFF01352,793,21,3,2499,Credit Card,2026-01-21
OFF01353,745,80,4,4999,Wallet,2026-01-17
OFF01354,548,43,3,2499,UPI,2026-01-30
OFF01355,231,245,3,999,Wallet,2026-01-29
OFF01356,538,154,2,4999,Debit Card,2026-01-19
OFF01357,626,25,1,499,UPI,2026-01-17
OFF01358,576,218,4,499,Wallet,2026-01-24
OFF01359,361,292,3,1499,Net Banking,2026-01-03
OFF01360,859,258,1,499,Wallet,2026-01-15
OFF01361,147,92,2,2499,UPI,2026-01-14
OFF01362,842,153,3,4999,Cash,2026-01-25
OFF01363,1090,231,3,1499,Credit Card,2026-01-07
OFF01364,719,95,1,9999,Debit Card,2026-01-28
OFF01365,119,55,4,4999,UPI,2026-01-13
OFF01366,772,60,1,999,Cash,2026-01-15
OFF01367,734,208,4,1499,Net Banking,2026-01-12
OFF01368,229,203,3,499,Credit Card,2026-01-01
OFF01369,813,98,1,499,Credit Card,2026-01-28
OFF01370,765,14,2,2499,Credit Card,2026-01-21
OFF01371,979,124,4,9999,Net Banking,2026-01-07
OFF01372,252,45,3,2499,Cash,2026-01-14
OFF01373,1025,12,1,999,Credit Card,2026-01-24
OFF01374,121,228,4,2499,Cash,2026-01-19
OFF01375,684,125,2,1499,Cash,2026-01-02
OFF01376,746,171,1,499,Wallet,2026-01-14
OFF01377,693,213,4,9999,Net Banking,2026-01-24
OFF01378,600,284,3,499,Cash,2026-01-16
OFF01379,832,263,4,999,UPI,2026-01-17
OFF01380,424,10,4,4999,Net Banking,2026-01-03
OFF01381,220,138,4,2499,Cash,2026-01-20
OFF01382,547,178,4,9999,UPI,2026-01-06
OFF01383,453,148,2,2499,Cash,2026-01-08
OFF01384,1031,260,2,4999,Wallet,2026-01-11
OFF01385,841,240,2,1499,Wallet,2026-01-13
OFF01386,919,214,3,2499,Credit Card,2026-01-20
OFF01387,868,107,3,9999,UPI,2026-01-22
OFF01388,305,248,2,999,Credit Card,2026-01-20
OFF01389,1066,252,1,2499,Cash,2026-01-10
OFF01390,149,121,2,4999,UPI,2026-01-12
OFF01391,263,134,3,9999,Credit Card,2026-01-27
OFF01392,446,258,1,499,Cash,2026-01-04
OFF01393,330,117,1,4999,Cash,2026-01-09
OFF01394,889,175,3,499,Net Banking,2026-01-09
OFF01395,152,78,1,9999,Cash,2026-01-26
OFF01396,901,235,1,499,Net Banking,2026-01-20
OFF01397,208,53,1,4999,Credit Card,2026-01-21
OFF01398,261,61,2,1499,Wallet,2026-01-10
OFF01399,992,227,4,9999,UPI,2026-01-05
OFF01400,226,187,3,999,Credit Card,2026-01-15
OFF01401,955,213,1,999,Cash,2026-01-11
OFF01402,373,147,2,499,Debit Card,2026-01-23
OFF01403,781,213,3,9999,Credit Card,2026-01-05
OFF01404,242,272,4,999,Cash,2026-01-14
OFF01405,914,210,4,4999,Wallet,2026-01-12
OFF01406,889,16,4,999,UPI,2026-01-23
OFF01407,447,265,1,499,Debit Card,2026-01-13
OFF01408,503,85,4,499,UPI,2026-01-22
OFF01409,831,78,1,9999,Wallet,2026-01-29
OFF01410,512,267,3,2499,Wallet,2026-01-23
OFF01411,861,284,3,9999,Debit Card,2026-01-30
OFF01412,1022,177,1,1499,Net Banking,2026-01-20
OFF01413,760,76,4,2499,Credit Card,2026-01-29
OFF01414,454,279,4,9999,Wallet,2026-01-13
OFF01415,138,102,3,499,Net Banking,2026-01-11
OFF01416,654,200,2,4999,Debit Card,2026-01-07
OFF01417,449,48,3,4999,Wallet,2026-01-06
OFF01418,707,12,1,4999,Debit Card,2026-01-08
OFF01419,214,156,4,4999,Wallet,2026-01-02
OFF01420,620,191,3,9999,Debit Card,2026-01-04
OFF01421,406,25,1,2499,Net Banking,2026-01-24
OFF01422,342,3,4,1499,Wallet,2026-01-19
OFF01423,407,290,2,1499,Debit Card,2026-01-22
OFF01424,487,294,2,9999,Net Banking,2026-01-24
OFF01425,629,127,1,1499,Net Banking,2026-01-07
OFF01426,251,185,4,499,Wallet,2026-01-14
OFF01427,164,211,1,499,Cash,2026-01-29
OFF01428,557,67,4,999,UPI,2026-01-12
OFF01429,673,270,4,4999,Net Banking,2026-01-25
OFF01430,611,203,3,4999,Wallet,2026-01-14
OFF01431,1097,226,4,9999,Cash,2026-01-27
OFF01432,231,84,2,4999,Cash,2026-01-23
OFF01433,626,235,2,9999,Net Banking,2026-01-04
OFF01434,134,109,4,2499,Wallet,2026-01-06
OFF01435,717,287,3,499,Cash,2026-01-04
OFF01436,397,62,3,4999,UPI,2026-01-17
OFF01437,413,79,1,1499,Debit Card,2026-01-10
OFF01438,911,151,4,499,Credit Card,2026-01-05
OFF01439,1011,216,1,1499,Debit Card,2026-01-07
OFF01440,226,94,4,499,Net Banking,2026-01-12
OFF01441,593,35,1,2499,Net Banking,2026-01-10
OFF01442,901,290,4,1499,Cash,2026-01-16
OFF01443,752,68,2,4999,Cash,2026-01-25
OFF01444,988,231,4,999,Wallet,2026-01-11
OFF01445,339,46,4,2499,Cash,2026-01-11
OFF01446,1012,277,1,9999,Cash,2026-01-24
OFF01447,825,143,1,999,UPI,2026-01-19
OFF01448,673,159,1,9999,UPI,2026-01-07
OFF01449,635,278,1,4999,Credit Card,2026-01-25
OFF01450,775,244,1,499,Net Banking,2026-01-06
OFF01451,352,10,3,999,Wallet,2026-01-27
OFF01452,927,297,4,499,Net Banking,2026-01-20
OFF01453,147,165,4,4999,Cash,2026-01-28
OFF01454,285,12,3,2499,Cash,2026-01-01
OFF01455,364,271,3,2499,UPI,2026-01-04
OFF01456,248,51,2,1499,Credit Card,2026-01-09
OFF01457,1076,46,2,1499,Cash,2026-01-22
OFF01458,1085,87,1,4999,Debit Card,2026-01-06
OFF01459,500,14,1,1499,UPI,2026-01-11
OFF01460,365,73,4,1499,Cash,2026-01-27
OFF01461,346,62,1,999,Net Banking,2026-01-19
OFF01462,871,122,4,4999,Net Banking,2026-01-13
OFF01463,426,59,3,499,Cash,2026-01-18
OFF01464,130,209,1,2499,Cash,2026-01-21
OFF01465,668,120,1,1499,Net Banking,2026-01-22
OFF01466,768,52,2,4999,Credit Card,2026-01-10
OFF01467,186,291,4,2499,Wallet,2026-01-17
OFF01468,654,105,2,1499,Credit Card,2026-01-26
OFF01469,563,126,4,4999,UPI,2026-01-01
OFF01470,1096,238,3,9999,Credit Card,2026-01-01
OFF01471,713,31,4,1499,Debit Card,2026-01-27
OFF01472,318,195,3,9999,Net Banking,2026-01-27
OFF01473,266,262,3,499,Wallet,2026-01-18
OFF01474,192,289,1,1499,Cash,2026-01-23
OFF01475,670,63,2,9999,Debit Card,2026-01-29
OFF01476,617,222,2,4999,Debit Card,2026-01-29
OFF01477,564,176,3,9999,Debit Card,2026-01-08
OFF01478,571,165,3,999,Net Banking,2026-01-11
OFF01479,1045,9,2,9999,UPI,2026-01-20
OFF01480,789,244,1,499,Credit Card,2026-01-14
OFF01481,652,285,4,2499,UPI,2026-01-26
OFF01482,556,40,1,9999,Wallet,2026-01-04
OFF01483,467,181,4,4999,Cash,2026-01-06
OFF01484,480,5,1,2499,Credit Card,2026-01-15
OFF01485,121,5,2,9999,Debit Card,2026-01-22
OFF01486,936,184,2,499,Net Banking,2026-01-21
OFF01487,606,156,2,999,Debit Card,2026-01-02
OFF01488,824,144,4,9999,Net Banking,2026-01-07
OFF01489,506,4,2,9999,UPI,2026-01-28
OFF01490,666,143,4,999,Credit Card,2026-01-22
OFF01491,703,290,2,499,Credit Card,2026-01-24
OFF01492,1056,34,2,1499,Net Banking,2026-01-28
OFF01493,969,117,3,999,Wallet,2026-01-01
OFF01494,674,273,3,9999,Cash,2026-01-01
OFF01495,543,219,1,1499,Cash,2026-01-09
OFF01496,471,63,4,2499,Net Banking,2026-01-25
OFF01497,385,23,2,499,Cash,2026-01-18
OFF01498,502,230,3,499,Credit Card,2026-01-11
OFF01499,332,42,1,9999,Wallet,2026-01-14
OFF01500,269,39,2,999,Debit Card,2026-01-10
OFF01501,592,33,1,499,Cash,2026-01-26
OFF01502,354,13,3,1499,UPI,2026-01-16
OFF01503,942,123,3,499,Debit Card,2026-01-17
OFF01504,735,122,1,4999,Cash,2026-01-25
OFF01505,228,49,4,4999,UPI,2026-01-02
OFF01506,1012,18,4,1499,Wallet,2026-01-03
OFF01507,157,66,1,2499,Debit Card,2026-01-20
OFF01508,794,222,1,499,UPI,2026-01-18
OFF01509,512,27,3,2499,UPI,2026-01-20
OFF01510,907,211,2,4999,Wallet,2026-01-20
OFF01511,576,6,4,2499,Cash,2026-01-29
OFF01512,1061,52,3,9999,Wallet,2026-01-26
OFF01513,437,14,4,4999,Net Banking,2026-01-07
OFF01514,710,56,1,499,Wallet,2026-01-03
OFF01515,622,100,2,9999,Debit Card,2026-01-12
OFF01516,736,216,4,9999,Cash,2026-01-06
OFF01517,162,125,2,499,Credit Card,2026-01-10
OFF01518,1083,300,4,4999,Wallet,2026-01-25
OFF01519,1007,184,3,4999,Net Banking,2026-01-25
OFF01520,417,75,2,2499,Net Banking,2026-01-11
OFF01521,631,150,3,499,Net Banking,2026-01-22
OFF01522,620,75,1,999,Net Banking,2026-01-28
OFF01523,301,28,4,1499,Credit Card,2026-01-21
OFF01524,294,104,1,1499,Wallet,2026-01-16
OFF01525,680,240,3,4999,Debit Card,2026-01-20
OFF01526,267,154,4,1499,UPI,2026-01-15
OFF01527,1043,22,4,999,UPI,2026-01-21
OFF01528,739,115,2,2499,Credit Card,2026-01-08
OFF01529,485,247,3,9999,Credit Card,2026-01-13
OFF01530,111,95,1,1499,UPI,2026-01-12
OFF01531,398,16,1,999,Cash,2026-01-07
OFF01532,1099,300,3,499,UPI,2026-01-07
OFF01533,325,102,3,999,Debit Card,2026-01-24
OFF01534,352,90,3,4999,Credit Card,2026-01-07
OFF01535,1033,12,2,1499,UPI,2026-01-01
OFF01536,907,71,4,9999,UPI,2026-01-11
OFF01537,346,108,3,2499,Debit Card,2026-01-26
OFF01538,919,191,2,4999,Net Banking,2026-01-29
OFF01539,248,223,1,499,Credit Card,2026-01-26
OFF01540,488,98,2,4999,Wallet,2026-01-12
OFF01541,351,163,4,9999,UPI,2026-01-25
OFF01542,436,97,3,999,Credit Card,2026-01-02
OFF01543,1092,144,2,4999,Net Banking,2026-01-29
OFF01544,184,251,2,9999,Cash,2026-01-26
OFF01545,498,34,2,4999,Wallet,2026-01-25
OFF01546,632,261,3,2499,Cash,2026-01-06
OFF01547,812,165,3,4999,Cash,2026-01-23
OFF01548,696,254,4,1499,Cash,2026-01-21
OFF01549,325,299,1,999,Credit Card,2026-01-15
OFF01550,414,121,4,999,Cash,2026-01-29
OFF01551,361,194,2,1499,Net Banking,2026-01-03
OFF01552,556,69,1,1499,Net Banking,2026-01-12
